age,gender,education,marital_status,employment_status,years_employed,annual_income,credit_score,existing_debt,debt_to_income,num_credit_cards,num_dependents,has_property,approved
56,Male,High School,Single,Self-Employed,10.2,40203.05,780,1555.8,0.039,1,1,1,1
38,Male,Bachelors,Single,Employed,5.0,117762.05,705,11947.35,0.101,3,3,0,0
23,Male,Bachelors,Single,Employed,2.7,70169.41,721,5548.67,0.079,1,3,0,0
48,Female,High School,Single,Employed,18.1,59869.65,588,6124.14,0.102,0,2,0,0
26,Female,Masters,Single,Employed,5.8,50626.69,660,15710.67,0.31,2,2,1,0
64,Female,Masters,Divorced,Employed,5.5,78745.44,746,0.0,0.0,3,2,0,0
64,Male,High School,Married,Unemployed,0.0,48721.97,750,6825.45,0.14,2,1,0,0
41,Female,Bachelors,Single,Self-Employed,7.0,115332.93,562,7343.6,0.064,2,1,0,1
48,Female,Masters,Single,Employed,14.0,66314.04,730,8828.36,0.133,2,1,1,1
60,Male,Bachelors,Married,Employed,8.7,28688.41,626,4662.79,0.163,2,1,1,1
21,Male,Bachelors,Married,Retired,0.0,29492.65,672,6085.81,0.206,3,1,1,0
56,Female,High School,Single,Employed,2.7,34573.48,594,19095.33,0.552,3,1,1,0
41,Male,Bachelors,Single,Self-Employed,6.1,49760.46,787,10996.71,0.221,3,0,1,1
63,Male,High School,Single,Retired,11.1,48150.14,672,3325.61,0.069,5,1,0,1
55,Male,Masters,Single,Self-Employed,0.0,86855.68,615,11913.05,0.137,1,2,0,0
33,Female,Bachelors,Single,Retired,8.5,22431.62,592,8273.89,0.369,2,0,0,0
69,Male,High School,Married,Self-Employed,9.7,78324.07,741,12451.65,0.159,1,0,0,1
30,Female,Masters,Married,Employed,10.4,117860.72,748,6776.05,0.057,1,2,0,1
64,Female,High School,Married,Employed,5.6,15899.82,640,3153.2,0.198,2,0,0,0
67,Female,Bachelors,Divorced,Employed,11.2,88552.96,634,0.0,0.0,3,1,1,1
30,Male,Bachelors,Married,Employed,1.9,61597.64,741,14914.12,0.242,5,0,0,0
66,Female,High School,Divorced,Self-Employed,10.7,31159.73,593,12104.7,0.388,3,0,0,0
33,Male,Masters,Divorced,Employed,5.7,50896.1,598,10140.23,0.199,1,2,1,0
57,Male,Masters,Married,Unemployed,0.0,50944.3,850,11893.26,0.233,4,0,1,0
58,Male,High School,Single,Employed,6.2,39562.89,678,15420.17,0.39,1,0,0,0
44,Male,Bachelors,Married,Employed,9.3,67949.87,651,0.0,0.0,1,1,1,1
22,Female,Bachelors,Single,Retired,0.5,87920.85,628,8500.02,0.097,2,0,0,1
42,Male,Masters,Married,Employed,10.4,69841.57,640,0.0,0.0,0,1,0,1
37,Male,Bachelors,Single,Self-Employed,10.4,36868.72,755,5635.85,0.153,3,0,0,0
56,Male,Bachelors,Single,Self-Employed,4.5,58396.43,728,9979.48,0.171,2,2,0,0
34,Female,Bachelors,Married,Employed,6.0,85840.14,609,5888.28,0.069,1,0,0,1
30,Female,Bachelors,Married,Employed,1.7,60046.37,625,18574.37,0.309,3,0,1,0
55,Female,Bachelors,Divorced,Employed,0.2,78029.54,545,6253.58,0.08,2,0,1,1
45,Male,High School,Married,Self-Employed,7.0,53399.92,675,3378.64,0.063,0,1,0,0
23,Male,Masters,Single,Self-Employed,7.0,81223.3,308,8191.94,0.101,1,0,0,0
67,Female,Bachelors,Single,Employed,4.3,96744.52,534,1784.51,0.018,3,0,1,1
58,Male,PhD,Married,Self-Employed,0.0,75637.38,671,2741.22,0.036,2,3,0,0
37,Male,High School,Single,Employed,8.3,29186.81,403,13618.85,0.467,1,2,1,0
32,Female,Bachelors,Divorced,Self-Employed,4.2,46824.13,850,13941.63,0.298,2,1,0,0
44,Male,Masters,Single,Unemployed,0.0,66906.45,578,8942.49,0.134,3,3,0,0
49,Female,Bachelors,Single,Unemployed,0.0,46068.64,691,11661.8,0.253,3,1,0,0
63,Male,Masters,Single,Self-Employed,1.1,94202.6,786,20530.36,0.218,1,1,1,0
45,Male,Masters,Divorced,Employed,8.8,78479.06,688,7649.77,0.097,1,0,1,0
56,Male,Bachelors,Married,Retired,0.0,41087.94,645,2798.7,0.068,3,2,1,0
46,Male,Bachelors,Married,Employed,0.0,71583.13,609,11214.52,0.157,4,1,0,0
58,Female,High School,Single,Self-Employed,8.4,83929.16,548,13011.44,0.155,0,0,1,0
21,Female,Bachelors,Married,Employed,4.3,41754.17,603,13602.17,0.326,5,5,0,0
40,Male,High School,Married,Retired,0.2,11596.87,640,14865.1,1.282,6,1,0,0
48,Male,Bachelors,Single,Self-Employed,10.7,65821.95,655,13969.53,0.212,0,2,0,0
36,Female,Bachelors,Married,Self-Employed,7.9,105649.47,591,11120.23,0.105,3,0,1,1
67,Female,Bachelors,Married,Employed,0.0,43567.02,742,11815.37,0.271,0,0,1,0
37,Male,High School,Single,Self-Employed,10.8,49800.09,521,10464.51,0.21,3,1,1,0
60,Male,PhD,Single,Self-Employed,0.7,77451.96,717,0.0,0.0,4,0,1,0
48,Male,High School,Single,Self-Employed,0.0,57963.58,730,0.0,0.0,1,1,1,0
32,Female,High School,Married,Employed,1.9,8714.75,650,1680.4,0.193,3,0,1,0
47,Female,High School,Married,Employed,5.8,29276.57,789,12918.79,0.441,5,0,1,0
62,Male,PhD,Married,Employed,6.4,120566.88,721,5374.03,0.045,3,1,0,1
67,Female,PhD,Single,Employed,0.0,95186.43,796,8817.22,0.093,4,1,1,1
50,Male,Bachelors,Married,Employed,0.0,50093.11,410,17379.76,0.347,2,1,1,0
61,Male,Masters,Single,Employed,2.2,79083.78,748,14502.1,0.183,2,0,0,1
54,Male,High School,Married,Employed,2.5,48734.09,702,0.0,0.0,3,0,1,1
57,Female,PhD,Divorced,Employed,9.8,106216.16,726,12381.12,0.117,2,0,0,1
26,Male,High School,Married,Employed,3.9,8484.3,684,8336.88,0.983,4,1,1,0
27,Male,High School,Single,Retired,9.7,9266.65,586,4065.06,0.439,3,1,0,0
52,Male,High School,Married,Employed,11.5,30902.52,708,6034.99,0.195,2,2,0,0
52,Male,Bachelors,Single,Employed,8.8,77588.42,824,6118.65,0.079,2,0,1,1
45,Male,Masters,Married,Employed,0.0,79873.79,495,130.07,0.002,2,0,0,0
53,Female,Bachelors,Single,Self-Employed,4.5,93812.0,779,9467.25,0.101,0,0,0,0
27,Male,PhD,Married,Retired,5.2,91582.83,659,21059.5,0.23,1,0,1,0
32,Female,Bachelors,Married,Employed,5.7,58081.91,594,14095.65,0.243,2,0,1,0
36,Male,High School,Married,Employed,0.0,49009.08,540,0.0,0.0,4,3,0,0
36,Male,Bachelors,Divorced,Retired,2.2,70877.69,694,9748.0,0.138,0,3,0,1
63,Male,Bachelors,Married,Employed,0.0,93664.3,814,9747.36,0.104,4,2,0,1
56,Male,Masters,Single,Employed,1.4,78086.41,629,2030.66,0.026,2,3,0,0
33,Male,Bachelors,Divorced,Employed,4.7,45299.26,707,734.71,0.016,2,2,1,1
27,Male,Bachelors,Single,Employed,2.3,22982.73,635,13386.07,0.582,2,1,1,0
56,Female,High School,Married,Retired,1.7,8000.0,481,8629.56,1.079,1,4,1,0
67,Female,Bachelors,Married,Employed,5.0,74441.65,646,5136.29,0.069,1,1,0,0
29,Male,PhD,Divorced,Retired,3.5,84039.8,607,11615.25,0.138,0,1,1,1
52,Male,High School,Married,Retired,7.0,16492.07,542,20703.94,1.255,3,0,0,0
31,Male,Masters,Married,Employed,3.9,106029.74,639,9547.81,0.09,2,1,0,0
28,Male,Bachelors,Married,Employed,0.0,60861.15,626,9748.17,0.16,0,0,1,0
53,Male,High School,Single,Employed,0.8,38232.05,734,7870.63,0.206,3,2,0,0
43,Female,PhD,Married,Employed,4.4,118423.24,686,5646.67,0.048,2,1,0,0
45,Male,Bachelors,Married,Employed,3.8,85771.21,541,12914.71,0.151,3,1,0,0
28,Male,Bachelors,Single,Self-Employed,0.0,63968.08,765,6844.47,0.107,4,2,1,1
65,Male,High School,Single,Employed,9.4,60350.62,689,10999.53,0.182,2,3,0,0
42,Male,High School,Married,Retired,7.6,42874.27,671,17003.7,0.397,0,1,0,0
24,Female,Masters,Divorced,Employed,3.0,123505.34,765,12468.53,0.101,1,2,0,1
60,Male,Bachelors,Married,Self-Employed,5.2,62379.59,654,357.93,0.006,4,1,0,1
23,Male,Masters,Married,Unemployed,0.0,36402.57,594,6.81,0.0,2,1,1,0
49,Female,High School,Single,Employed,10.3,62509.57,687,15519.65,0.248,2,0,1,1
61,Male,High School,Single,Employed,16.3,51244.3,706,7326.93,0.143,3,0,0,0
49,Female,High School,Married,Employed,2.8,52246.37,685,9565.02,0.183,1,1,1,0
54,Female,Bachelors,Single,Employed,12.1,64375.54,730,3248.87,0.05,2,1,0,0
54,Male,PhD,Married,Employed,1.7,63173.51,665,11696.35,0.185,2,1,0,0
48,Female,Bachelors,Single,Employed,3.3,70227.58,570,19327.25,0.275,1,0,0,0
33,Male,Bachelors,Married,Employed,13.2,57816.88,597,8909.65,0.154,4,1,0,0
35,Male,Masters,Single,Retired,5.4,53818.64,775,11887.21,0.221,0,2,1,1
43,Male,Masters,Single,Employed,9.4,72036.46,663,15472.77,0.215,0,0,0,1
64,Male,High School,Married,Employed,4.7,49215.98,548,18080.8,0.367,5,0,1,0
46,Female,Masters,Single,Employed,0.0,85209.0,557,3924.39,0.046,1,1,1,0
24,Female,Bachelors,Single,Employed,17.7,64413.89,536,10481.86,0.163,2,1,0,0
46,Female,High School,Married,Employed,4.9,73096.3,735,15650.81,0.214,4,0,0,0
60,Female,High School,Married,Retired,6.8,45123.36,675,17324.52,0.384,2,0,0,0
29,Male,Bachelors,Single,Employed,2.3,63538.0,822,5457.95,0.086,5,3,0,0
25,Male,Bachelors,Married,Employed,9.9,44292.48,698,3979.04,0.09,1,0,1,1
52,Male,High School,Single,Employed,9.5,61610.56,713,7070.12,0.115,1,2,1,1
40,Male,High School,Single,Employed,0.0,43701.89,825,6075.47,0.139,1,1,1,1
31,Male,Masters,Married,Employed,6.9,76585.1,576,6328.06,0.083,3,2,0,0
35,Female,PhD,Married,Self-Employed,10.4,68626.3,524,10471.76,0.153,2,1,0,0
52,Male,Masters,Single,Employed,12.0,88271.42,718,4755.07,0.054,2,1,1,1
48,Male,High School,Married,Employed,9.2,101867.71,653,17354.94,0.17,1,0,1,1
42,Male,High School,Divorced,Self-Employed,9.7,39874.27,671,5572.1,0.14,2,0,1,1
61,Female,High School,Single,Employed,3.3,62452.05,766,4392.97,0.07,2,1,0,1
37,Female,High School,Single,Employed,0.0,74917.18,730,980.93,0.013,1,1,0,0
46,Female,Bachelors,Married,Retired,4.4,34540.46,778,15543.51,0.45,2,0,1,0
64,Male,Bachelors,Married,Employed,0.0,16496.22,551,239.54,0.015,0,2,0,0
27,Female,Bachelors,Married,Self-Employed,2.3,78910.23,745,10744.21,0.136,1,0,0,0
62,Male,Bachelors,Married,Employed,2.2,66586.23,588,12167.42,0.183,1,1,1,1
46,Female,High School,Married,Employed,1.3,56226.68,803,0.0,0.0,1,0,0,1
45,Male,Bachelors,Divorced,Employed,8.7,66097.91,698,147.69,0.002,4,1,0,1
30,Male,Bachelors,Divorced,Employed,0.9,88196.07,714,5732.92,0.065,1,1,0,0
65,Male,Bachelors,Single,Employed,15.2,63049.54,604,19367.18,0.307,3,1,1,1
39,Female,High School,Married,Employed,10.9,93417.69,623,5734.44,0.061,2,1,0,1
31,Male,Bachelors,Married,Unemployed,0.0,58960.99,690,4979.22,0.084,2,0,1,0
33,Female,High School,Married,Self-Employed,2.6,70229.71,817,3500.96,0.05,1,3,0,1
28,Male,High School,Divorced,Employed,7.0,50131.39,792,3407.21,0.068,3,2,1,1
60,Male,Masters,Single,Employed,0.8,86216.91,700,4189.14,0.049,2,1,1,0
24,Male,Masters,Married,Unemployed,0.0,26207.29,600,3967.28,0.151,3,2,1,0
67,Male,High School,Divorced,Self-Employed,0.0,38460.29,695,3710.83,0.096,1,0,1,0
51,Male,High School,Single,Employed,11.3,71553.08,773,3703.96,0.052,2,0,0,1
48,Male,Bachelors,Divorced,Unemployed,0.0,43662.51,665,5712.98,0.131,2,1,0,0
31,Female,High School,Married,Employed,7.5,27502.43,603,13704.86,0.498,2,0,1,0
63,Male,Bachelors,Single,Employed,8.4,51315.83,711,1273.14,0.025,2,2,1,0
21,Female,High School,Single,Employed,3.2,36154.35,621,4118.15,0.114,3,4,1,0
69,Female,High School,Single,Unemployed,0.0,29221.54,607,4881.87,0.167,1,2,0,0
67,Female,Masters,Single,Retired,5.4,43315.9,641,7999.7,0.185,3,1,0,0
58,Male,Masters,Married,Retired,10.0,88461.23,729,3423.01,0.039,0,1,1,1
44,Male,High School,Divorced,Employed,5.3,54164.1,632,20452.38,0.378,7,2,0,0
67,Male,Bachelors,Single,Retired,9.0,17089.71,630,11499.29,0.673,4,1,0,0
51,Female,High School,Single,Employed,10.0,80722.81,678,13846.46,0.172,3,2,0,1
61,Female,High School,Single,Employed,5.0,49084.34,615,9431.51,0.192,1,1,0,0
66,Male,PhD,Divorced,Employed,5.4,105119.86,817,16426.12,0.156,1,1,0,0
46,Male,Bachelors,Married,Employed,6.7,71134.83,826,1141.11,0.016,2,0,1,1
69,Female,Bachelors,Single,Self-Employed,11.7,73348.44,634,4655.18,0.063,1,2,1,1
25,Male,Masters,Married,Employed,4.3,73129.82,589,3100.56,0.042,1,0,1,0
40,Female,Masters,Divorced,Retired,11.7,66615.26,616,6971.7,0.105,7,1,1,0
61,Male,Masters,Married,Employed,7.3,77015.27,703,17502.26,0.227,2,1,1,1
31,Female,High School,Single,Employed,2.3,57242.1,645,21196.24,0.37,2,3,0,0
53,Male,High School,Single,Retired,5.8,26285.46,523,13727.8,0.522,1,1,1,0
58,Male,Bachelors,Single,Employed,0.4,59199.17,640,7412.23,0.125,2,1,1,1
47,Female,Bachelors,Single,Self-Employed,0.0,35759.34,679,14720.27,0.412,3,1,0,0
54,Female,PhD,Single,Self-Employed,9.0,94895.91,761,16898.84,0.178,2,2,1,0
35,Male,Bachelors,Divorced,Employed,10.0,69492.27,817,15059.07,0.217,3,0,1,1
52,Male,PhD,Single,Self-Employed,5.8,131977.48,650,7198.19,0.055,1,1,0,1
41,Female,High School,Married,Employed,6.2,59587.32,598,7357.84,0.123,1,0,1,1
66,Female,Masters,Single,Unemployed,0.0,45506.36,625,4050.45,0.089,3,0,1,0
25,Female,Bachelors,Single,Employed,6.8,44706.45,562,6528.71,0.146,2,1,1,0
26,Female,PhD,Married,Employed,15.9,100348.76,612,3204.25,0.032,2,2,0,0
58,Male,High School,Single,Employed,11.0,35101.05,580,7613.51,0.217,5,1,1,0
42,Male,Bachelors,Divorced,Employed,5.6,53630.46,681,7861.14,0.147,2,2,1,1
38,Female,Masters,Single,Self-Employed,5.2,65037.48,582,2818.54,0.043,1,0,0,0
34,Female,Bachelors,Single,Retired,4.1,38428.26,718,24112.36,0.627,1,0,1,0
30,Male,Bachelors,Married,Self-Employed,0.0,79722.45,768,9776.57,0.123,3,0,1,1
66,Male,PhD,Divorced,Employed,3.6,55203.24,551,15754.69,0.285,3,1,0,0
33,Female,Bachelors,Divorced,Retired,9.4,70893.0,543,15203.7,0.214,1,2,1,0
51,Male,Bachelors,Married,Employed,1.3,60917.28,607,19657.94,0.323,1,1,1,0
50,Male,High School,Divorced,Employed,4.6,37318.35,607,2557.9,0.069,1,1,1,0
23,Male,Masters,Married,Employed,0.4,97755.21,787,4728.37,0.048,1,1,0,0
50,Female,Bachelors,Single,Employed,9.9,60875.0,650,0.0,0.0,2,0,1,1
26,Female,Bachelors,Married,Unemployed,0.0,24062.88,674,0.0,0.0,3,0,1,0
49,Male,High School,Married,Employed,9.0,19563.33,672,1941.53,0.099,1,0,0,0
28,Female,Bachelors,Married,Employed,11.1,78908.89,585,7089.04,0.09,4,1,1,1
64,Female,High School,Single,Self-Employed,4.4,65194.75,635,7435.05,0.114,0,2,0,0
65,Male,High School,Married,Retired,2.6,21739.03,634,27050.18,1.244,4,2,0,0
63,Female,Bachelors,Married,Unemployed,0.0,71426.5,694,11019.61,0.154,2,0,0,0
64,Male,High School,Married,Employed,14.0,50716.62,521,13821.53,0.273,3,3,0,0
53,Male,High School,Single,Self-Employed,12.7,76560.1,609,8852.42,0.116,5,2,1,1
37,Male,Bachelors,Single,Employed,5.6,45852.65,648,123.36,0.003,2,1,0,0
68,Male,High School,Married,Employed,1.6,28404.08,599,9780.28,0.344,0,2,1,0
31,Male,Bachelors,Single,Retired,4.8,34727.01,516,0.0,0.0,1,1,1,0
33,Female,High School,Married,Retired,0.0,22008.71,570,6917.19,0.314,1,1,1,0
31,Female,Bachelors,Single,Unemployed,0.0,68021.74,533,11887.94,0.175,3,0,1,0
51,Female,Bachelors,Single,Employed,8.3,70866.86,784,4476.57,0.063,2,2,1,1
48,Male,Bachelors,Married,Unemployed,0.0,29815.15,611,9157.38,0.307,0,1,1,0
64,Male,High School,Married,Retired,3.0,30223.18,634,4387.86,0.145,5,1,1,1
26,Male,High School,Single,Employed,5.7,41438.96,557,1367.16,0.033,1,1,0,1
61,Male,High School,Single,Employed,4.7,33924.84,662,10927.12,0.322,2,1,1,0
36,Male,Bachelors,Married,Self-Employed,9.8,63405.16,719,14267.39,0.225,1,1,1,1
24,Female,Masters,Divorced,Employed,0.0,76182.88,580,14252.31,0.187,4,0,1,0
55,Female,High School,Divorced,Retired,8.6,14686.43,551,6552.87,0.446,4,1,0,0
68,Male,High School,Married,Employed,5.8,34472.72,597,0.0,0.0,5,1,1,1
46,Male,High School,Married,Self-Employed,8.2,66291.93,532,8529.92,0.129,3,0,1,1
32,Female,Bachelors,Single,Self-Employed,0.0,73468.32,695,15616.09,0.213,0,0,0,0
31,Male,Bachelors,Single,Employed,10.4,83873.37,735,111.35,0.001,2,1,1,1
57,Female,Bachelors,Married,Unemployed,0.0,39324.96,515,18685.5,0.475,0,2,1,0
45,Female,Masters,Married,Employed,14.4,58245.29,733,0.0,0.0,3,0,1,1
38,Female,Bachelors,Single,Employed,1.8,53521.96,731,10382.04,0.194,3,0,1,0
39,Male,High School,Married,Employed,3.1,70546.28,404,12978.57,0.184,1,0,0,0
43,Female,High School,Single,Employed,0.0,17991.91,534,16809.29,0.934,3,0,0,0
58,Male,Bachelors,Married,Self-Employed,1.9,93894.22,617,10754.07,0.115,4,1,0,0
38,Female,Bachelors,Married,Retired,13.2,22796.81,687,6048.45,0.265,3,1,0,0
46,Male,Bachelors,Married,Employed,7.5,80593.53,704,9008.52,0.112,1,1,1,1
26,Male,Bachelors,Married,Employed,2.4,44590.83,564,3905.77,0.088,2,3,0,0
24,Male,Bachelors,Single,Employed,6.7,53096.64,797,0.0,0.0,3,1,0,0
64,Male,Masters,Married,Self-Employed,5.7,38850.46,581,6548.04,0.169,2,0,1,0
49,Female,Bachelors,Single,Retired,0.0,82075.97,590,10946.84,0.133,3,0,1,0
54,Female,Masters,Married,Self-Employed,0.0,91496.62,566,14154.39,0.155,2,0,0,0
37,Female,High School,Single,Self-Employed,11.5,62673.97,640,5085.23,0.081,2,0,1,0
63,Male,Bachelors,Married,Employed,9.7,55142.64,733,16863.01,0.306,3,1,1,0
63,Female,Masters,Married,Employed,0.0,61384.91,574,6992.17,0.114,1,0,1,0
36,Male,Bachelors,Single,Self-Employed,5.4,80530.61,684,10871.39,0.135,4,0,1,1
22,Female,Masters,Divorced,Self-Employed,2.4,55937.51,671,12475.55,0.223,2,1,1,0
54,Female,Bachelors,Married,Self-Employed,11.4,61657.46,652,8320.4,0.135,3,2,0,0
28,Male,High School,Single,Unemployed,0.0,8000.0,657,7456.3,0.932,2,0,0,0
33,Female,Bachelors,Single,Self-Employed,0.5,67478.97,740,17342.76,0.257,3,0,0,1
62,Male,High School,Married,Self-Employed,6.6,11661.74,655,0.0,0.0,3,0,1,1
28,Male,PhD,Single,Retired,5.8,45388.42,741,8254.48,0.182,3,1,0,0
50,Male,Masters,Married,Retired,5.8,42803.61,547,0.0,0.0,4,0,1,0
52,Male,High School,Married,Employed,3.4,62295.06,616,0.0,0.0,1,1,1,0
56,Female,High School,Single,Employed,6.1,39373.65,545,7681.4,0.195,2,3,0,0
67,Male,Bachelors,Single,Employed,1.7,84671.97,716,4844.64,0.057,1,0,0,1
50,Male,Bachelors,Married,Self-Employed,0.1,95013.97,782,20473.68,0.215,1,0,1,1
21,Female,High School,Single,Employed,0.0,43827.14,619,6479.71,0.148,2,1,1,0
63,Female,Bachelors,Single,Employed,0.8,35431.05,668,14810.88,0.418,2,0,1,0
59,Female,Bachelors,Single,Employed,8.1,84313.6,532,8309.83,0.099,1,1,1,1
37,Female,High School,Married,Self-Employed,8.2,19168.68,636,790.54,0.041,1,2,0,0
40,Female,Masters,Single,Employed,13.3,61934.73,505,0.0,0.0,3,1,1,0
44,Male,Masters,Divorced,Employed,4.9,45978.71,653,0.0,0.0,3,2,1,1
42,Male,Masters,Married,Employed,9.5,99263.29,501,9967.54,0.1,2,1,1,0
49,Male,Masters,Single,Self-Employed,6.2,91441.71,823,17582.73,0.192,5,0,0,1
42,Male,High School,Single,Employed,7.5,82365.71,661,2517.95,0.031,2,3,1,1
64,Female,High School,Divorced,Employed,10.0,41174.89,637,13027.09,0.316,1,2,1,0
29,Male,High School,Married,Self-Employed,8.9,33520.5,813,6909.67,0.206,0,0,0,1
57,Female,Masters,Divorced,Employed,6.5,69503.79,665,1610.9,0.023,1,2,1,1
30,Male,Masters,Married,Employed,2.9,53344.58,506,10127.67,0.19,5,1,0,0
56,Male,Bachelors,Single,Self-Employed,7.4,93573.04,633,17548.61,0.188,3,1,0,0
57,Male,Masters,Married,Employed,12.8,147532.68,850,7547.21,0.051,0,0,1,1
48,Female,Bachelors,Married,Self-Employed,6.9,50523.76,569,12977.27,0.257,0,0,1,0
48,Female,Bachelors,Married,Employed,4.0,76853.96,623,9851.9,0.128,2,2,0,0
62,Female,Bachelors,Single,Employed,10.1,61890.22,795,9862.21,0.159,2,0,1,1
63,Male,High School,Single,Self-Employed,0.0,58834.81,585,3181.38,0.054,0,0,1,0
41,Female,High School,Single,Self-Employed,4.2,71193.97,652,10944.89,0.154,0,1,0,0
44,Male,Bachelors,Single,Employed,1.1,42138.17,767,0.0,0.0,3,0,0,0
62,Male,Bachelors,Married,Employed,5.4,55428.19,601,10168.06,0.183,4,1,1,0
60,Female,Bachelors,Single,Unemployed,0.0,69063.11,587,16235.19,0.235,3,1,1,0
22,Male,Bachelors,Divorced,Self-Employed,9.2,75176.7,496,18823.61,0.25,0,2,0,0
28,Female,High School,Single,Employed,0.0,56546.39,554,1746.38,0.031,1,1,1,0
68,Male,Bachelors,Married,Self-Employed,2.9,75193.68,583,10650.4,0.142,2,1,0,0
47,Female,Bachelors,Divorced,Employed,0.0,77157.83,630,3768.29,0.049,4,1,0,0
42,Female,Bachelors,Single,Employed,11.3,88155.27,701,8843.11,0.1,2,0,1,1
57,Male,Masters,Single,Employed,3.1,95075.47,668,19532.97,0.205,2,2,0,0
47,Female,Bachelors,Married,Employed,6.4,63985.47,546,13266.51,0.207,1,0,0,0
49,Male,Bachelors,Married,Employed,6.6,72060.73,783,4085.27,0.057,1,1,0,0
23,Female,Masters,Single,Employed,7.0,78651.42,565,3747.08,0.048,6,1,0,1
64,Male,Masters,Single,Employed,0.0,65077.13,819,8101.79,0.124,2,0,1,1
33,Male,Masters,Single,Employed,7.8,78967.45,678,8509.96,0.108,2,2,1,1
65,Male,High School,Married,Employed,3.3,47723.79,742,8797.39,0.184,6,1,1,1
30,Male,High School,Single,Employed,10.2,16038.16,680,0.0,0.0,1,1,0,0
56,Female,High School,Married,Self-Employed,7.0,65498.7,793,19994.62,0.305,2,2,0,0
29,Male,High School,Single,Employed,9.2,68889.27,655,20587.32,0.299,2,3,1,1
47,Male,Masters,Married,Self-Employed,2.4,90876.18,646,10875.99,0.12,1,0,0,0
54,Male,Bachelors,Married,Employed,0.4,82694.12,693,2779.15,0.034,2,1,0,1
21,Male,High School,Married,Employed,10.5,46481.82,623,4238.16,0.091,1,4,0,0
52,Female,High School,Single,Employed,8.8,39718.52,685,2348.44,0.059,3,1,0,0
45,Female,High School,Divorced,Retired,7.1,48978.11,788,1807.05,0.037,1,0,1,1
49,Male,Bachelors,Married,Employed,7.1,43824.33,494,4195.66,0.096,2,0,0,0
27,Female,Bachelors,Divorced,Employed,8.1,43131.19,639,10533.89,0.244,1,1,0,0
69,Female,Masters,Married,Self-Employed,0.0,88962.77,850,8770.77,0.099,3,0,1,1
23,Male,Masters,Married,Retired,11.4,68415.26,624,17145.29,0.251,1,2,1,1
40,Female,High School,Married,Retired,5.2,48601.45,740,0.0,0.0,2,0,0,0
40,Male,Bachelors,Single,Employed,5.4,30791.15,718,2714.89,0.088,1,1,0,0
50,Female,High School,Single,Employed,3.9,48045.16,519,0.0,0.0,2,2,0,0
55,Female,Bachelors,Single,Self-Employed,0.0,42392.67,672,8868.12,0.209,3,1,1,0
55,Male,Masters,Married,Employed,8.9,97105.88,693,17603.85,0.181,3,3,0,1
69,Female,Bachelors,Divorced,Self-Employed,1.0,91674.98,850,5165.32,0.056,4,0,0,1
59,Female,Bachelors,Married,Unemployed,0.0,55089.91,416,16192.56,0.294,1,1,0,0
47,Male,Bachelors,Divorced,Self-Employed,1.9,53843.04,506,12162.6,0.226,2,2,1,0
46,Female,High School,Divorced,Employed,4.3,35028.3,621,13200.67,0.377,2,0,0,0
34,Male,High School,Married,Employed,4.0,41763.43,613,11515.4,0.276,4,0,1,0
37,Female,Bachelors,Single,Self-Employed,1.8,48177.51,569,18819.31,0.391,1,2,0,0
38,Female,Bachelors,Married,Employed,4.9,61815.18,582,6798.77,0.11,3,0,1,1
65,Male,High School,Single,Employed,3.6,34982.69,704,12120.8,0.346,1,1,1,0
49,Male,Bachelors,Single,Employed,0.8,37367.02,568,19072.89,0.51,4,1,1,0
40,Female,Masters,Married,Employed,11.9,87612.93,620,1860.17,0.021,1,2,0,0
47,Male,Bachelors,Single,Employed,2.0,74156.48,751,6709.08,0.09,3,0,0,1
38,Male,Bachelors,Single,Unemployed,0.0,78988.4,740,11448.66,0.145,5,0,1,0
24,Male,Bachelors,Married,Employed,9.3,56336.13,610,2847.76,0.051,1,0,0,0
21,Male,Bachelors,Single,Employed,10.6,27195.91,506,2595.72,0.095,5,1,1,0
21,Male,Masters,Single,Employed,3.3,96306.03,752,20179.82,0.21,1,2,1,1
46,Male,PhD,Single,Employed,5.0,113555.13,597,3127.73,0.028,0,2,1,1
65,Male,Bachelors,Married,Retired,5.2,67840.03,775,5801.45,0.086,2,0,1,1
40,Female,Bachelors,Single,Unemployed,0.0,74426.49,699,9295.52,0.125,2,0,1,0
43,Male,High School,Married,Employed,4.8,79710.61,647,10572.24,0.133,4,1,1,0
30,Male,High School,Divorced,Self-Employed,8.3,30464.47,679,4728.59,0.155,1,2,0,0
31,Male,Bachelors,Married,Employed,4.7,95961.55,497,6752.58,0.07,6,2,0,0
61,Female,Masters,Divorced,Retired,11.6,53439.29,784,1989.08,0.037,1,1,0,1
61,Male,Bachelors,Divorced,Employed,5.9,80968.74,646,4677.49,0.058,1,3,0,1
25,Male,High School,Single,Employed,5.3,55189.85,667,12172.01,0.221,3,0,1,0
21,Male,High School,Married,Employed,7.7,30545.02,588,13438.72,0.44,3,0,1,0
37,Female,Bachelors,Married,Unemployed,0.0,68207.17,643,14108.99,0.207,3,0,1,0
42,Female,High School,Single,Employed,3.0,40877.97,789,7970.88,0.195,3,1,0,0
54,Female,High School,Married,Self-Employed,11.2,87175.49,644,6819.67,0.078,1,2,1,0
65,Female,Bachelors,Single,Employed,1.9,49735.14,612,153.49,0.003,3,1,0,1
61,Female,High School,Single,Retired,6.2,9910.98,691,5864.65,0.592,1,0,0,0
